InvoiceID,Date,Hour,TimeSegment,Branch,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,COGS,GrossMargin,GrossIncome,Payment,Rating,Month,City
416-13-5917,2019-01-30,16,Afternoon,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,485.15,4.761904762,24.2575,Ewallet,9.3,January,Naypyitaw
862-29-5914,2019-01-30,17,Evening,C,Normal,Female,Sports and travel,22.38,1,1.119,23.499,22.38,4.761904762,1.119,Credit card,8.6,January,Naypyitaw
423-80-0988,2019-01-30,19,Evening,C,Normal,Male,Sports and travel,76.4,2,7.64,160.44,152.8,4.761904762,7.64,Ewallet,6.5,January,Naypyitaw
283-26-5248,2019-01-30,20,Evening,C,Member,Female,Food and beverages,98.52,10,49.26,1034.46,985.2,4.761904762,49.26,Ewallet,4.5,January,Naypyitaw
556-72-8512,2019-01-30,20,Evening,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,22.96,4.761904762,1.148,Cash,4.3,January,Naypyitaw
366-93-0948,2019-01-31,10,Morning,A,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,66.35,4.761904762,3.3175,Credit card,9.7,January,Yangon
522-57-8364,2019-01-31,10,Morning,A,Member,Male,Fashion accessories,51.34,8,20.536,431.256,410.72,4.761904762,20.536,Ewallet,7.6,January,Yangon
735-32-9839,2019-01-31,10,Morning,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,789.6,4.761904762,39.48,Ewallet,8.5,January,Naypyitaw
189-55-2313,2019-01-31,10,Morning,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,621.8,4.761904762,31.09,Ewallet,6.0,January,Naypyitaw
226-71-3580,2019-01-31,12,Afternoon,C,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,213.75,4.761904762,10.6875,Cash,9.5,January,Naypyitaw
187-83-5490,2019-01-31,13,Afternoon,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,83.08,4.761904762,4.154,Cash,4.7,January,Yangon
239-36-3640,2019-01-31,13,Afternoon,B,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,272.1,4.761904762,13.605,Ewallet,6.1,January,Mandalay
525-88-7307,2019-01-31,13,Afternoon,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,75.82,4.761904762,3.791,Cash,5.8,January,Mandalay
532-59-7201,2019-01-31,14,Afternoon,B,Member,Male,Sports and travel,79.93,6,23.979,503.559,479.58,4.761904762,23.979,Cash,5.5,January,Mandalay
525-09-8450,2019-01-31,15,Afternoon,B,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,721.3,4.761904762,36.065,Credit card,4.2,January,Mandalay
583-72-1480,2019-01-31,16,Afternoon,C,Member,Male,Electronic accessories,37.06,4,7.412,155.652,148.24,4.761904762,7.412,Ewallet,9.7,January,Naypyitaw
286-75-7818,2019-01-31,19,Evening,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,138.16,4.761904762,6.908,Credit card,6.9,January,Mandalay
834-45-5519,2019-01-31,20,Evening,B,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,172.0,4.761904762,8.6,Ewallet,7.6,January,Mandalay
457-94-0464,2019-01-31,20,Evening,B,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,790.83,4.761904762,39.5415,Ewallet,5.6,January,Mandalay
870-76-1733,2019-02-01,10,Morning,A,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,71.15,4.761904762,3.5575,Credit card,4.4,February,Yangon
551-21-3069,2019-02-01,11,Morning,C,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,207.63,4.761904762,10.3815,Cash,4.9,February,Naypyitaw
105-31-1824,2019-02-01,15,Afternoon,A,Member,Male,Sports and travel,69.52,7,24.332,510.972,486.64,4.761904762,24.332,Credit card,8.5,February,Yangon
358-88-9262,2019-02-01,18,Evening,C,Member,Female,Food and beverages,87.48,6,26.244,551.124,524.88,4.761904762,26.244,Ewallet,5.1,February,Naypyitaw
443-82-0585,2019-02-01,19,Evening,A,Member,Female,Health and beauty,77.68,4,15.536,326.256,310.72,4.761904762,15.536,Cash,8.4,February,Yangon
237-01-6122,2019-02-01,20,Evening,C,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,727.11,4.761904762,36.3555,Credit card,9.5,February,Naypyitaw
554-53-8700,2019-02-02,10,Morning,C,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,112.22,4.761904762,5.611,Cash,6.3,February,Naypyitaw
717-96-4189,2019-02-02,12,Afternoon,C,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,212.94,4.761904762,10.647,Cash,4.1,February,Naypyitaw
376-56-3573,2019-02-02,13,Afternoon,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,381.68,4.761904762,19.084,Ewallet,6.4,February,Naypyitaw
756-93-1854,2019-02-02,14,Afternoon,C,Member,Female,Fashion accessories,83.35,2,8.335,175.035,166.7,4.761904762,8.335,Credit card,9.5,February,Naypyitaw
420-18-8989,2019-02-02,15,Afternoon,A,Member,Female,Sports and travel,51.52,8,20.608,432.768,412.16,4.761904762,20.608,Cash,9.6,February,Yangon
845-51-0542,2019-02-02,15,Afternoon,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,418.95,4.761904762,20.9475,Ewallet,6.4,February,Mandalay
390-17-5806,2019-02-02,16,Afternoon,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,38.42,4.761904762,1.921,Cash,8.6,February,Naypyitaw
405-31-3305,2019-02-02,18,Evening,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,431.3,4.761904762,21.565,Credit card,5.5,February,Yangon
382-03-4532,2019-02-02,18,Evening,A,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,18.33,4.761904762,0.9165,Cash,4.3,February,Yangon
376-02-8238,2019-02-02,18,Evening,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,750.96,4.761904762,37.548,Credit card,8.3,February,Mandalay
201-86-2184,2019-02-02,19,Evening,B,Member,Female,Electronic accessories,26.26,7,9.191,193.011,183.82,4.761904762,9.191,Cash,9.9,February,Mandalay
642-32-2990,2019-02-02,20,Evening,A,Normal,Female,Food and beverages,10.96,10,5.48,115.08,109.6,4.761904762,5.48,Ewallet,6.0,February,Yangon
418-05-0656,2019-02-02,20,Evening,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,178.92,4.761904762,8.946,Cash,7.1,February,Mandalay
541-08-3113,2019-02-02,20,Evening,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,527.76,4.761904762,26.388,Cash,8.4,February,Naypyitaw
585-86-8361,2019-02-03,10,Morning,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,136.4,4.761904762,6.82,Credit card,8.6,February,Yangon
326-78-5178,2019-02-03,10,Morning,C,Member,Male,Food and beverages,91.4,7,31.99,671.79,639.8,4.761904762,31.99,Cash,9.5,February,Naypyitaw
326-71-2155,2019-02-03,10,Morning,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,295.8,4.761904762,14.79,Cash,6.1,February,Naypyitaw
443-59-0061,2019-02-03,11,Morning,A,Member,Male,Food and beverages,67.45,10,33.725,708.225,674.5,4.761904762,33.725,Ewallet,4.2,February,Yangon
322-02-2271,2019-02-03,11,Morning,B,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,128.91,4.761904762,6.4455,Cash,9.3,February,Mandalay
347-34-2234,2019-02-03,13,Afternoon,B,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,495.63,4.761904762,24.7815,Ewallet,10.0,February,Mandalay
430-60-3493,2019-02-03,14,Afternoon,A,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,664.16,4.761904762,33.208,Cash,4.2,February,Yangon
190-59-3964,2019-02-03,14,Afternoon,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,235.8,4.761904762,11.79,Credit card,6.0,February,Mandalay
566-71-1091,2019-02-03,15,Afternoon,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,385.1,4.761904762,19.255,Cash,5.5,February,Yangon
277-63-2961,2019-02-03,15,Afternoon,B,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,73.97,4.761904762,3.6985,Credit card,5.4,February,Mandalay
639-76-1242,2019-02-03,15,Afternoon,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,202.6,4.761904762,10.13,Cash,4.5,February,Naypyitaw
718-57-9773,2019-02-03,16,Afternoon,C,Normal,Female,Sports and travel,49.33,10,24.665,517.965,493.3,4.761904762,24.665,Credit card,9.4,February,Naypyitaw
742-04-5161,2019-02-03,17,Evening,A,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,727.8,4.761904762,36.39,Cash,7.3,February,Yangon
676-10-2200,2019-02-03,20,Evening,B,Member,Male,Fashion accessories,53.78,1,2.689,56.469,53.78,4.761904762,2.689,Ewallet,4.7,February,Mandalay
745-71-3520,2019-02-04,10,Morning,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,176.54,4.761904762,8.827,Cash,8.2,February,Yangon
441-94-7118,2019-02-04,12,Afternoon,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,71.95,4.761904762,3.5975,Cash,7.3,February,Yangon
268-20-3585,2019-02-04,12,Afternoon,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,124.65,4.761904762,6.2325,Ewallet,6.0,February,Naypyitaw
627-95-3243,2019-02-04,13,Afternoon,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,699.12,4.761904762,34.956,Ewallet,9.8,February,Mandalay
236-86-3015,2019-02-04,13,Afternoon,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,13.98,4.761904762,0.699,Ewallet,9.8,February,Naypyitaw
518-17-2983,2019-02-04,15,Afternoon,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,194.52,4.761904762,9.726,Ewallet,7.6,February,Yangon
404-91-5964,2019-02-04,16,Afternoon,A,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,522.06,4.761904762,26.103,Credit card,9.0,February,Yangon
695-28-6250,2019-02-04,16,Afternoon,A,Normal,Female,Sports and travel,43.06,5,10.765,226.065,215.3,4.761904762,10.765,Ewallet,7.7,February,Yangon
434-35-9162,2019-02-04,18,Evening,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,93.36,4.761904762,4.668,Ewallet,7.4,February,Mandalay
198-66-9832,2019-02-04,19,Evening,B,Member,Female,Fashion accessories,72.04,2,7.204,151.284,144.08,4.761904762,7.204,Cash,9.5,February,Mandalay
151-33-7434,2019-02-04,20,Evening,B,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,67.77,4.761904762,3.3885,Credit card,6.5,February,Mandalay
729-09-9681,2019-02-05,10,Morning,A,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,155.46,4.761904762,7.773,Ewallet,8.7,February,Yangon
409-49-6995,2019-02-05,10,Morning,C,Member,Female,Food and beverages,47.27,6,14.181,297.801,283.62,4.761904762,14.181,Cash,8.8,February,Naypyitaw
210-67-5886,2019-02-05,10,Morning,C,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,294.63,4.761904762,14.7315,Credit card,7.8,February,Naypyitaw
880-35-0356,2019-02-05,11,Morning,A,Member,Female,Sports and travel,75.2,3,11.28,236.88,225.6,4.761904762,11.28,Ewallet,4.8,February,Yangon
479-26-8945,2019-02-05,11,Morning,B,Member,Female,Sports and travel,16.49,2,1.649,34.629,32.98,4.761904762,1.649,Ewallet,4.6,February,Mandalay
210-57-1719,2019-02-05,12,Afternoon,B,Normal,Female,Health and beauty,58.24,9,26.208,550.368,524.16,4.761904762,26.208,Cash,9.7,February,Mandalay
307-04-2070,2019-02-05,14,Afternoon,A,Member,Female,Fashion accessories,30.62,1,1.531,32.151,30.62,4.761904762,1.531,Credit card,4.1,February,Yangon
374-17-3652,2019-02-05,15,Afternoon,B,Member,Female,Food and beverages,42.82,9,19.269,404.649,385.38,4.761904762,19.269,Credit card,8.9,February,Mandalay
324-92-3863,2019-02-05,18,Evening,A,Member,Male,Electronic accessories,20.89,2,2.089,43.869,41.78,4.761904762,2.089,Cash,9.8,February,Yangon
325-89-4209,2019-02-05,19,Evening,A,Member,Male,Food and beverages,87.9,1,4.395,92.295,87.9,4.761904762,4.395,Ewallet,6.7,February,Yangon
181-94-6432,2019-02-05,19,Evening,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,138.66,4.761904762,6.933,Ewallet,9.7,February,Naypyitaw
338-65-2210,2019-02-05,19,Evening,C,Member,Female,Health and beauty,68.6,10,34.3,720.3,686.0,4.761904762,34.3,Cash,9.1,February,Naypyitaw
183-56-6882,2019-02-06,10,Morning,C,Member,Female,Food and beverages,99.42,4,19.884,417.564,397.68,4.761904762,19.884,Ewallet,7.5,February,Naypyitaw
471-06-8611,2019-02-06,10,Morning,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,52.42,4.761904762,2.621,Credit card,6.3,February,Naypyitaw
609-81-8548,2019-02-06,13,Afternoon,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,224.64,4.761904762,11.232,Credit card,5.9,February,Yangon
875-46-5808,2019-02-06,14,Afternoon,B,Member,Male,Health and beauty,25.9,10,12.95,271.95,259.0,4.761904762,12.95,Ewallet,8.7,February,Mandalay
149-14-0304,2019-02-06,14,Afternoon,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,228.0,4.761904762,11.4,Cash,6.6,February,Naypyitaw
811-35-1094,2019-02-06,15,Afternoon,B,Member,Male,Electronic accessories,50.45,6,15.135,317.835,302.7,4.761904762,15.135,Credit card,8.9,February,Mandalay
727-46-3608,2019-02-06,15,Afternoon,B,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,180.09,4.761904762,9.0045,Ewallet,4.1,February,Mandalay
595-86-2894,2019-02-06,17,Evening,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,387.92,4.761904762,19.396,Ewallet,9.4,February,Naypyitaw
258-92-7466,2019-02-06,18,Evening,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,178.4,4.761904762,8.92,Credit card,6.6,February,Yangon
351-62-0822,2019-02-06,18,Evening,B,Member,Female,Fashion accessories,14.48,4,2.896,60.816,57.92,4.761904762,2.896,Ewallet,4.5,February,Mandalay
373-88-1424,2019-02-06,18,Evening,C,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,179.05,4.761904762,8.9525,Ewallet,7.9,February,Naypyitaw
857-67-9057,2019-02-06,19,Evening,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,229.5,4.761904762,11.475,Ewallet,8.2,February,Mandalay
512-91-0811,2019-02-06,20,Evening,C,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,89.75,4.761904762,4.4875,Credit card,6.6,February,Naypyitaw
421-95-9805,2019-02-07,10,Morning,A,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,28.96,4.761904762,1.448,Credit card,6.2,February,Yangon
453-33-6436,2019-02-07,10,Morning,A,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,744.96,4.761904762,37.248,Cash,6.8,February,Yangon
635-40-6220,2019-02-07,11,Morning,A,Normal,Male,Health and beauty,89.6,8,35.84,752.64,716.8,4.761904762,35.84,Ewallet,6.6,February,Yangon
827-44-5872,2019-02-07,11,Morning,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,543.6,4.761904762,27.18,Credit card,6.1,February,Mandalay
583-41-4548,2019-02-07,11,Morning,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,116.69,4.761904762,5.8345,Ewallet,7.4,February,Naypyitaw
626-43-7888,2019-02-07,12,Afternoon,C,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,483.28,4.761904762,24.164,Ewallet,9.6,February,Naypyitaw
380-94-4661,2019-02-07,13,Afternoon,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,263.76,4.761904762,13.188,Credit card,6.9,February,Naypyitaw
560-49-6611,2019-02-07,14,Afternoon,A,Member,Female,Sports and travel,45.58,1,2.279,47.859,45.58,4.761904762,2.279,Cash,9.8,February,Yangon
810-60-6344,2019-02-07,14,Afternoon,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,326.88,4.761904762,16.344,Credit card,6.5,February,Naypyitaw
648-94-3045,2019-02-07,14,Afternoon,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,589.5,4.761904762,29.475,Ewallet,8.1,February,Naypyitaw
784-21-9238,2019-02-07,14,Afternoon,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,10.17,4.761904762,0.5085,Cash,5.9,February,Naypyitaw
114-35-5271,2019-02-07,15,Afternoon,B,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,463.28,4.761904762,23.164,Cash,8.1,February,Mandalay
430-02-3888,2019-02-07,15,Afternoon,B,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,276.12,4.761904762,13.806,Cash,7.1,February,Mandalay
252-56-2699,2019-02-07,16,Afternoon,A,Normal,Male,Food and beverages,43.19,10,21.595,453.495,431.9,4.761904762,21.595,Ewallet,8.2,February,Yangon
641-96-3695,2019-02-07,17,Evening,C,Member,Female,Fashion accessories,43.46,6,13.038,273.798,260.76,4.761904762,13.038,Ewallet,8.5,February,Naypyitaw
744-82-9138,2019-02-07,17,Evening,C,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,172.26,4.761904762,8.613,Cash,8.2,February,Naypyitaw
868-81-1752,2019-02-07,18,Evening,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,198.18,4.761904762,9.909,Cash,6.8,February,Mandalay
214-17-6927,2019-02-07,18,Evening,C,Normal,Female,Food and beverages,16.48,6,4.944,103.824,98.88,4.761904762,4.944,Ewallet,9.9,February,Naypyitaw
374-38-5555,2019-02-07,19,Evening,B,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,318.55,4.761904762,15.9275,Ewallet,8.5,February,Mandalay
533-33-5337,2019-02-07,20,Evening,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,793.9,4.761904762,39.695,Cash,6.2,February,Mandalay
373-73-7910,2019-02-08,10,Morning,A,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,604.17,4.761904762,30.2085,Ewallet,5.3,February,Yangon
732-04-5373,2019-02-08,10,Morning,B,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,185.88,4.761904762,9.294,Cash,7.0,February,Mandalay
181-82-6255,2019-02-08,10,Morning,B,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,98.22,4.761904762,4.911,Cash,7.0,February,Mandalay
756-49-0168,2019-02-08,11,Morning,A,Member,Male,Fashion accessories,19.7,1,0.985,20.685,19.7,4.761904762,0.985,Ewallet,9.5,February,Yangon
549-84-7482,2019-02-08,11,Morning,B,Normal,Female,Sports and travel,90.28,9,40.626,853.146,812.52,4.761904762,40.626,Ewallet,7.2,February,Mandalay
815-04-6282,2019-02-08,12,Afternoon,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,324.85,4.761904762,16.2425,Credit card,6.5,February,Naypyitaw
354-25-5821,2019-02-08,13,Afternoon,B,Member,Female,Sports and travel,69.12,6,20.736,435.456,414.72,4.761904762,20.736,Cash,5.6,February,Mandalay
271-88-8734,2019-02-08,13,Afternoon,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,972.1,4.761904762,48.605,Credit card,8.7,February,Naypyitaw
440-59-5691,2019-02-08,13,Afternoon,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,260.05,4.761904762,13.0025,Credit card,7.7,February,Naypyitaw
649-29-6775,2019-02-08,15,Afternoon,B,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,33.52,4.761904762,1.676,Cash,6.7,February,Mandalay
830-58-2383,2019-02-08,15,Afternoon,B,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,127.0,4.761904762,6.35,Cash,8.6,February,Mandalay
687-47-8271,2019-02-08,16,Afternoon,A,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,989.8,4.761904762,49.49,Credit card,8.7,February,Yangon
130-98-8941,2019-02-09,10,Morning,C,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,449.82,4.761904762,22.491,Cash,5.7,February,Naypyitaw
428-83-5800,2019-02-09,10,Morning,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,63.24,4.761904762,3.162,Cash,7.3,February,Naypyitaw
746-19-0921,2019-02-09,10,Morning,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,21.58,4.761904762,1.079,Ewallet,7.2,February,Naypyitaw
447-15-7839,2019-02-09,11,Morning,A,Member,Female,Sports and travel,22.24,10,11.12,233.52,222.4,4.761904762,11.12,Cash,4.2,February,Yangon
200-40-6154,2019-02-09,11,Morning,B,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,395.46,4.761904762,19.773,Cash,5.7,February,Mandalay
509-10-0516,2019-02-09,12,Afternoon,B,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,183.88,4.761904762,9.194,Ewallet,5.1,February,Mandalay
727-02-1313,2019-02-09,13,Afternoon,A,Member,Male,Food and beverages,31.84,1,1.592,33.432,31.84,4.761904762,1.592,Cash,7.7,February,Yangon
871-39-9221,2019-02-09,13,Afternoon,C,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,74.7,4.761904762,3.735,Cash,4.1,February,Naypyitaw
602-80-9671,2019-02-09,17,Evening,C,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,95.7,4.761904762,4.785,Credit card,5.1,February,Naypyitaw
450-42-3339,2019-02-09,18,Evening,C,Normal,Male,Health and beauty,84.61,10,42.305,888.405,846.1,4.761904762,42.305,Credit card,8.8,February,Naypyitaw
146-09-5432,2019-02-09,19,Evening,A,Member,Male,Food and beverages,35.04,9,15.768,331.128,315.36,4.761904762,15.768,Ewallet,4.6,February,Yangon
866-05-7563,2019-02-09,19,Evening,B,Member,Female,Electronic accessories,81.4,3,12.21,256.41,244.2,4.761904762,12.21,Cash,4.8,February,Mandalay
747-58-7183,2019-02-09,20,Evening,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,171.81,4.761904762,8.5905,Ewallet,6.5,February,Mandalay
685-64-1609,2019-02-10,12,Afternoon,A,Member,Female,Fashion accessories,30.14,10,15.07,316.47,301.4,4.761904762,15.07,Ewallet,9.2,February,Yangon
559-98-9873,2019-02-10,12,Afternoon,A,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,375.55,4.761904762,18.7775,Ewallet,5.2,February,Yangon
400-60-7251,2019-02-10,12,Afternoon,A,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,74.07,4.761904762,3.7035,Ewallet,9.9,February,Yangon
669-54-1719,2019-02-10,12,Afternoon,B,Member,Male,Electronic accessories,18.93,6,5.679,119.259,113.58,4.761904762,5.679,Credit card,8.1,February,Mandalay
448-34-8700,2019-02-10,13,Afternoon,B,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,258.37,4.761904762,12.9185,Ewallet,6.7,February,Mandalay
196-01-2849,2019-02-10,13,Afternoon,C,Member,Female,Fashion accessories,73.38,7,25.683,539.343,513.66,4.761904762,25.683,Cash,9.5,February,Naypyitaw
162-48-8011,2019-02-10,15,Afternoon,A,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,222.95,4.761904762,11.1475,Cash,8.5,February,Yangon
838-78-4295,2019-02-10,15,Afternoon,C,Normal,Female,Health and beauty,33.47,2,3.347,70.287,66.94,4.761904762,3.347,Ewallet,6.7,February,Naypyitaw
378-07-7001,2019-02-10,18,Evening,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,144.27,4.761904762,7.2135,Credit card,7.8,February,Mandalay
695-51-0018,2019-02-10,18,Evening,B,Normal,Female,Sports and travel,34.84,4,6.968,146.328,139.36,4.761904762,6.968,Cash,7.4,February,Mandalay
227-07-4446,2019-02-10,20,Evening,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,781.3,4.761904762,39.065,Cash,4.4,February,Naypyitaw
842-40-8179,2019-02-11,10,Morning,B,Member,Female,Food and beverages,77.2,10,38.6,810.6,772.0,4.761904762,38.6,Credit card,5.6,February,Mandalay
418-02-5978,2019-02-11,10,Morning,B,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,756.81,4.761904762,37.8405,Cash,8.0,February,Mandalay
284-34-9626,2019-02-11,10,Morning,B,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,231.12,4.761904762,11.556,Credit card,7.2,February,Mandalay
531-56-4728,2019-02-11,15,Afternoon,A,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,240.24,4.761904762,12.012,Cash,5.4,February,Yangon
866-99-7614,2019-02-11,15,Afternoon,C,Normal,Male,Food and beverages,89.2,10,44.6,936.6,892.0,4.761904762,44.6,Credit card,4.4,February,Naypyitaw
534-53-3526,2019-02-11,16,Afternoon,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,379.04,4.761904762,18.952,Ewallet,7.8,February,Yangon
796-12-2025,2019-02-11,16,Afternoon,C,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,621.2,4.761904762,31.06,Cash,5.9,February,Naypyitaw
401-09-4232,2019-02-11,18,Evening,C,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,433.45,4.761904762,21.6725,Ewallet,9.4,February,Naypyitaw
365-64-0515,2019-02-12,10,Morning,A,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,234.75,4.761904762,11.7375,Ewallet,7.1,February,Yangon
549-03-9315,2019-02-12,12,Afternoon,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,758.96,4.761904762,37.948,Ewallet,8.7,February,Mandalay
373-14-0504,2019-02-12,14,Afternoon,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,143.26,4.761904762,7.163,Ewallet,8.8,February,Yangon
641-51-2661,2019-02-12,14,Afternoon,C,Member,Female,Food and beverages,87.1,10,43.55,914.55,871.0,4.761904762,43.55,Credit card,9.9,February,Naypyitaw
305-18-3552,2019-02-12,16,Afternoon,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,603.8,4.761904762,30.19,Cash,6.0,February,Mandalay
885-56-0389,2019-02-12,17,Evening,C,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,52.35,4.761904762,2.6175,Cash,4.0,February,Naypyitaw
287-83-1405,2019-02-12,19,Evening,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,152.58,4.761904762,7.629,Ewallet,7.0,February,Yangon
528-87-5606,2019-02-12,19,Evening,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,39.48,4.761904762,1.974,Cash,6.5,February,Mandalay
139-52-2867,2019-02-13,10,Morning,C,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,157.57,4.761904762,7.8785,Credit card,4.8,February,Naypyitaw
151-16-1484,2019-02-13,12,Afternoon,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,129.0,4.761904762,6.45,Ewallet,6.5,February,Yangon
173-50-1108,2019-02-13,12,Afternoon,B,Member,Female,Sports and travel,20.18,4,4.036,84.756,80.72,4.761904762,4.036,Credit card,5.0,February,Mandalay
388-76-2555,2019-02-13,13,Afternoon,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,82.14,4.761904762,4.107,Cash,6.3,February,Mandalay
339-18-7061,2019-02-13,15,Afternoon,C,Member,Female,Fashion accessories,92.98,2,9.298,195.258,185.96,4.761904762,9.298,Credit card,8.0,February,Naypyitaw
767-54-1907,2019-02-13,16,Afternoon,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,147.8,4.761904762,7.39,Cash,6.9,February,Mandalay
